Id,Label,Domain,Phylum,Class,Order,Family,Genus,OTU.rep
928,OTU928,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY663889.1.1236
1717,OTU1717,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,JX206564.1.1446
722,OTU722,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,EF575065.1.1452
1663,OTU1663,Bacteria,Proteobacteria,TA18,,,,EF575141.1.1448
1070,OTU1070,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,FJ745131.1.1372
994,OTU994,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,JN233527.1.1440
322,OTU322,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EU802502.1.1451
616,OTU616,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,EU650238.1.1337
1650,OTU1650,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ497426.1.1505
932,OTU932,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF575316.1.1499
2255,OTU2255,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF584102.1.1469
2480,OTU2480,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JQ904728.1.1440
2100,OTU2100,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,AFNV01000049.76889.78424
1052,OTU1052,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY726953.1.1250
2264,OTU2264,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ497481.1.1464
2387,OTU2387,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AB457051.1.1482
1005,OTU1005,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY726882.1.1244
1069,OTU1069,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GQ377796.1.1243
1536,OTU1536,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ626887.1.1400
2439,OTU2439,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,EU740417.1.1470
3019,OTU3019,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GU108560.1.1408
2512,OTU2512,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,FQ032804.31701.33214
3005,OTU3005,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,DQ396343.1.1478
400,OTU400,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,EU802459.1.1439
1158,OTU1158,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673826.1.1508
561,OTU561,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,EU802868.1.1480
2093,OTU2093,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ337165.1.1513
1224,OTU1224,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673241.1.1522
1195,OTU1195,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,HQ673860.1.1468
730,OTU730,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GQ351168.1.1436
359,OTU359,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672283.1.1257
715,OTU715,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,DQ513090.1.1481
1142,OTU1142,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ672449.1.1501
1369,OTU1369,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,,HQ672817.1.1480
882,OTU882,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ673968.1.1448
1987,OTU1987,Archaea,Thaumarchaeota,Marine Group I,,,,JQ227409.1.1285
1004,OTU1004,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672574.1.1497
1062,OTU1062,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ672471.1.1437
1038,OTU1038,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672825.1.1447
942,OTU942,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ672669.1.1446
1842,OTU1842,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,JQ222279.1.913
648,OTU648,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672013.1.1445
785,OTU785,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672108.1.1451
677,OTU677,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ226757.1.1346
1337,OTU1337,Bacteria,Cyanobacteria,Chloroplast,,,,AF001654.1.1479
905,OTU905,Bacteria,Cyanobacteria,Chloroplast,,,,FR683981.1.1460
1395,OTU1395,Bacteria,Cyanobacteria,Chloroplast,,,,FJ744842.1.1329
1320,OTU1320,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ225307.1.1344
1176,OTU1176,Bacteria,Cyanobacteria,Chloroplast,,,,FR684736.1.1469
1370,OTU1370,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,DQ009427.1.2076
1658,OTU1658,Bacteria,Cyanobacteria,Chloroplast,,,,FJ612433.1.1395
1708,OTU1708,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudospirillum,HQ242261.1.1500
2197,OTU2197,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ222736.1.1337
794,OTU794,Bacteria,Cyanobacteria,Chloroplast,,,,EU268117.1.1452
1266,OTU1266,Bacteria,Cyanobacteria,Chloroplast,,,,FJ826491.1.1449
1205,OTU1205,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JN833331.1.1017
1713,OTU1713,Bacteria,Proteobacteria,Deltaproteobacteria,Sh765B-TzT-29,,,HQ671966.1.1464
1180,OTU1180,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,EF597698.1.1403
2883,OTU2883,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,HQ672130.1.1515
1800,OTU1800,Bacteria,Cyanobacteria,Chloroplast,,,,FJ745161.1.1323
2042,OTU2042,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,HQ671846.1.1482
1690,OTU1690,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672103.1.1445
1513,OTU1513,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU268113.1.1449
1813,OTU1813,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,OM43 clade,FR684189.1.1465
2442,OTU2442,Archaea,Thaumarchaeota,Marine Group I,Order Incertae Sedis,Family Incertae Sedis,Candidatus Nitrosopumilus,GU553802.1.1446
2657,OTU2657,Archaea,Thaumarchaeota,Marine Group I,,,,JQ224467.1.1339
1992,OTU1992,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ346805.1.1398
1549,OTU1549,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,GQ348084.1.1384
941,OTU941,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ674207.1.1447
1705,OTU1705,Bacteria,Chloroflexi,SAR202 clade,,,,JN233054.1.1435
916,OTU916,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ672388.1.1436
1217,OTU1217,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,JN018915.1.1419
848,OTU848,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ652519.1.1341
793,OTU793,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ673642.1.1465
776,OTU776,Bacteria,Verrucomicrobia,Arctic97B-4 marine group,,,,JN874348.1.1526
1599,OTU1599,Archaea,Thaumarchaeota,Marine Group I,,,,EF597697.1.952
2958,OTU2958,Archaea,Thaumarchaeota,Marine Group I,,,,AF121999.1.911
2790,OTU2790,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,EU650260.1.1318
3013,OTU3013,Archaea,Thaumarchaeota,Marine Group I,,,,HQ529855.1.916
473,OTU473,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,EF572280.1.1488
1191,OTU1191,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,EU010224.1.1421
249,OTU249,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU803115.1.1438
835,OTU835,Bacteria,Cyanobacteria,Chloroplast,,,,HM565911.2962.4423
443,OTU443,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,EU803168.1.1439
430,OTU430,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,HQ672662.1.1448
917,OTU917,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,HQ674120.1.1448
1055,OTU1055,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ673652.1.1436
972,OTU972,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672614.1.1428
1374,OTU1374,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ672430.1.1446
844,OTU844,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ672841.1.1434
1185,OTU1185,Bacteria,Cyanobacteria,Chloroplast,,,,AY663909.1.1257
1186,OTU1186,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Fluviicola,HQ671843.1.1485
934,OTU934,Bacteria,Cyanobacteria,Chloroplast,,,,HQ242621.1.1446
1562,OTU1562,Bacteria,Cyanobacteria,Chloroplast,,,,X90641.1.1495
1298,OTU1298,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,uncultured,HQ225273.1.1502
1126,OTU1126,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY664213.1.1242
1422,OTU1422,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ225306.1.1339
1241,OTU1241,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU800569.1.1501
1424,OTU1424,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ223014.1.1367
1149,OTU1149,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,HQ541865.1.1460
1056,OTU1056,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ226616.1.1299
1566,OTU1566,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ226401.1.1306
1630,OTU1630,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AHCG01000072.3865.5305
893,OTU893,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,AY744399.55976.57385
1680,OTU1680,Bacteria,Cyanobacteria,Chloroplast,,,,AM747382.1.1283
930,OTU930,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,HQ163320.1.1376
1335,OTU1335,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,HQ671881.1.1488
1953,OTU1953,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,FJ613602.1.1487
2709,OTU2709,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,AF505725.1.1493
3177,OTU3177,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,AB016054.1.1536
3251,OTU3251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,DQ270712.1.1478
3346,OTU3346,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,AB016055.1.1531
3431,OTU3431,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,AY167286.1.1489
3662,OTU3662,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,AJ551107.1.1684
3519,OTU3519,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,JF268251.1.1423
3663,OTU3663,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,EU434433.1.1417
3763,OTU3763,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,FJ535252.1.1363
3888,OTU3888,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,AM269904.1.1416
3442,OTU3442,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,GQ984355.1.1500
4226,OTU4226,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,EU781522.1.1468
3922,OTU3922,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,HM593102.1.1447
811,OTU811,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,AY726957.1.1217
4249,OTU4249,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,FJ193732.1.1447
1657,OTU1657,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,DQ490980.1.1469
1973,OTU1973,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,AAQG01000006.168651.170147
2453,OTU2453,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,AY833570.1.1506
2087,OTU2087,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,GU086202.1.1390
2310,OTU2310,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,HM800924.1.1495
2787,OTU2787,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,CU927082.1.1339
2655,OTU2655,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Gramella,JF421212.1.1492
3017,OTU3017,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,FJ497684.1.1292
3191,OTU3191,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,GQ246711.1.1430
3291,OTU3291,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,HM127167.1.1409
1872,OTU1872,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,DQ396194.1.1479
1862,OTU1862,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,uncultured,EU488272.1.1451
1745,OTU1745,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221004.1.915
2573,OTU2573,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Henriciella,DQ395891.1.1449
3484,OTU3484,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,AY162103.1.1337
2078,OTU2078,Archaea,Thaumarchaeota,Marine Group I,Order Incertae Sedis,Family Incertae Sedis,Candidatus Nitrosopumilus,FJ487498.1.1367
3557,OTU3557,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,AM158907.1.1450
1533,OTU1533,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,GQ153640.1.1499
3946,OTU3946,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,JQ839690.1.1433
1576,OTU1576,Archaea,Thaumarchaeota,F9P122000-Arc-2-E02,,,,JQ221038.1.914
600,OTU600,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,AF115271.1.1404
389,OTU389,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EU802383.1.1451
285,OTU285,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,KC003249.1.1324
334,OTU334,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,,,EU802438.1.1489
2742,OTU2742,Bacteria,Cyanobacteria,Chloroplast,,,,JN625666.1.1390
2340,OTU2340,Bacteria,Cyanobacteria,Chloroplast,,,,FJ826251.1.1219
1489,OTU1489,Bacteria,Cyanobacteria,Chloroplast,,,,FJ826265.1.1219
2949,OTU2949,Bacteria,Cyanobacteria,Chloroplast,,,,EU799354.1.1454
3554,OTU3554,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,OM182 clade,,AY627382.1.1532
2806,OTU2806,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,EU394574.1.1482
2234,OTU2234,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,uncultured,FO117592.36865.38380
4732,OTU4732,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured,FQ032814.11137.12652
1964,OTU1964,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,EU544719.1.1435
2948,OTU2948,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,JN233006.1.1447
817,OTU817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,FJ825835.1.1428
3258,OTU3258,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,OM60(NOR5) clade,DQ009135.1.2271
1840,OTU1840,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade NAC11-7 lineage,HM057668.1.1437
2304,OTU2304,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,JN591884.1.1486
2336,OTU2336,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,uncultured,GQ349827.1.1370
1710,OTU1710,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade NAC11-7 lineage,FR683792.1.1427
925,OTU925,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,GQ347814.1.1378
1107,OTU1107,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,FJ826119.1.1472
5096,OTU5096,Bacteria,Cyanobacteria,Chloroplast,,,,EF508371.19577.21067
2811,OTU2811,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade AS-21 lineage,HM057673.1.1435
965,OTU965,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,FR683452.1.1468
1098,OTU1098,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS2b marine group,AACY020458788.943.2444
3504,OTU3504,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseibacillus,DQ395511.1.1537
4109,OTU4109,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,GU230416.1.1482
2165,OTU2165,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade NAC11-7 lineage,FJ826110.1.1441
2718,OTU2718,Bacteria,Cyanobacteria,Chloroplast,,,,FJ612150.1.1429
4709,OTU4709,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,GQ347704.1.1365
3282,OTU3282,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Rhodobium,GQ274099.1.1475
1986,OTU1986,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade NAC11-7 lineage,JX015618.1.1426
2643,OTU2643,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EU799400.1.1445
2423,OTU2423,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Ulvibacter,GQ349579.1.1379
991,OTU991,Bacteria,Cyanobacteria,Chloroplast,,,,EF574575.1.1450
3680,OTU3680,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,OM182 clade,,EU800017.1.1503
2991,OTU2991,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,GQ347003.1.1383
1927,OTU1927,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,FJ825947.1.1482
2266,OTU2266,Bacteria,Cyanobacteria,Chloroplast,,,,GU940745.1.1323
2345,OTU2345,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,JN976225.1.1443
1128,OTU1128,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FR684554.1.1426
2667,OTU2667,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,JN832934.1.1425
5276,OTU5276,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade DC5-80-3 lineage,JF451310.1.1444
1375,OTU1375,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Ulvibacter,EU795239.16117.17616
604,OTU604,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU799981.1.1461
1913,OTU1913,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,NS10 marine group,FQ032815.3262.4778
1524,OTU1524,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,SAR92 clade,EU799832.1.1497
1563,OTU1563,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Ulvibacter,FR686064.1.1480
5312,OTU5312,Bacteria,Cyanobacteria,Chloroplast,,,,AB294341.1.1415
411,OTU411,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU544748.1.1454
1258,OTU1258,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672210.1.1440
2346,OTU2346,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade OCT lineage,HQ242201.1.1427
2371,OTU2371,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade DC5-80-3 lineage,FR686054.1.1414
638,OTU638,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,EF645948.1.1485
668,OTU668,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,FR683683.1.1457
1675,OTU1675,Bacteria,Cyanobacteria,Chloroplast,,,,EF575192.1.1449
1749,OTU1749,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,SAR92 clade,FJ826169.1.1468
3479,OTU3479,Bacteria,Cyanobacteria,Chloroplast,,,,U70724.1.1482
1478,OTU1478,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,FJ825854.1.1399
2072,OTU2072,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,FR684035.1.1485
2976,OTU2976,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,JQ678522.1.1510
3217,OTU3217,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,,FQ032816.6456.7971
1456,OTU1456,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,FR684215.1.1469
2065,OTU2065,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade OCT lineage,GQ347996.1.1307
2821,OTU2821,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade NAC11-7 lineage,FJ826087.1.1421
3993,OTU3993,Bacteria,Cyanobacteria,ML635J-21,,,,FJ826302.1.1489
2706,OTU2706,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,OM182 clade,,EU800056.1.1505
3736,OTU3736,Bacteria,Cyanobacteria,Chloroplast,,,,EU799970.1.1467
820,OTU820,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,FR683711.1.1469
1048,OTU1048,Bacteria,Cyanobacteria,Chloroplast,,,,GQ231541.1.1478
1103,OTU1103,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671986.1.1448
875,OTU875,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672170.1.1447
1166,OTU1166,Bacteria,Cyanobacteria,Chloroplast,,,,EF574811.1.1451
629,OTU629,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,HQ673821.1.1249
1242,OTU1242,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,,HQ672763.1.1478
1235,OTU1235,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Arenicella,HQ674256.1.1502
1129,OTU1129,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ673071.1.1436
807,OTU807,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ674077.1.1446
1391,OTU1391,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674118.1.1512
